MSTAR,MSTARUPPER,MSTARLOWER,UMSTAR,MASS,MASSUPPER,MASSLOWER,UMASS,RSTAR,RSTARUPPER,RSTARLOWER,URSTAR,R,RUPPER,RLOWER,UR,RHOSTAR,RHOSTARUPPER,RHOSTARLOWER,URHOSTAR,DENSITY,DENSITYUPPER,DENSITYLOWER,UDENSITY,FIRSTREF,FIRSTURL,PLANETDISCMETH
1.03,0.06,0.07,0.065,0.0227057,0.00569026,0.00569026,0.00569026,1.04,0.24,0.10000000000000003,0.17,0.244,0.00129,0.08471,0.043,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.03,0.11,0.14,0.125,0.0236121,0.0236121,0.0236121,0.0236121,1.07,0.16,0.23,0.195,0.249577,,,,,,,,,,,,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit
1.03,0.12,0.08000000000000002,0.1,0.0135358,0.00125834,0.00125834,0.00125834,1.08,0.28,0.14999999999999997,0.215,0.164,0.00054,0.05646,0.0285,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.03,0.07,0.07,0.07,0.0240196,0.00550317,0.00550317,0.00550317,1.04,0.21,0.1,0.155,0.252,0.00038,0.07561999999999999,0.038,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.03,0.12,0.08000000000000002,0.1,0.500877,0.251053,0.251053,0.251053,1.03,0.23,0.11999999999999997,0.175,0.806,0.00001,0.28498999999999997,0.1425,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.03,0.08,0.06999999999999999,0.075,0.0256089,0.00594893,0.00594893,0.00594893,1.03,0.19,0.10999999999999999,0.15,0.261,0.00086,0.07514,0.038,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.03,0.09,0.08000000000000002,0.085,0.0185165,0.00400594,0.00400594,0.00400594,1.05,0.25,0.12,0.185,0.214,0.00086,0.07614,0.0385,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.03,,,,0.7,0.03,0.03,0.03,0.988525,0.0324608,0.0324608,0.0324608,,,,,,,,,,,,,Rowan 2016,http://adsabs.harvard.edu/abs/2016ApJ...817..104R,RV
1.03,0.06,0.06,0.06,0.0277215,0.00851699,0.00851699,0.00851699,1.03,0.29,0.10000000000000003,0.195,0.272,0.00094,0.10406,0.0525,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.03,0.09,0.06,0.075,1,0,0,0,1.06,0.24,0.12,0.18,1.238,0.00008,0.41991999999999996,0.21,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.03,0.06,0.07,0.065,0.0183949,0.0041467,0.0041467,0.0041467,1.04,0.29,0.11000000000000004,0.2,0.213,0.00075,0.08025,0.0405,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.03,0.07,0.07,0.07,0.0213319,0.00541225,0.00541225,0.00541225,1.05,0.28,0.10999999999999999,0.195,0.235,0.00065,0.08835,0.0445,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.03,0.08,0.06000000000000001,0.07,0.060903,0.0176323,0.0176323,0.0176323,1.04,0.17,0.1,0.135,0.384,0.00028,0.10271999999999999,0.0515,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.03,0.08,0.06999999999999999,0.075,0.0133743,0.00175504,0.00175504,0.00175504,1.05,0.18,0.10999999999999999,0.145,0.162,0.00044,0.04656,0.0235,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.03,0.07,0.06,0.065,0.0150076,0.00240935,0.00240935,0.00240935,1.03,0.22,0.1,0.16,0.181,0.00086,0.05714,0.029,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.03,0.06,0.06,0.06,0.0499388,0.0183234,0.0183234,0.0183234,1.04,0.22,0.1,0.16,0.352,0.00001,0.12399,0.062,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.03,0.09,0.07,0.08,0.0139495,0.00190353,0.00190353,0.00190353,1.24,0.19,0.15999999999999998,0.175,0.169,0.00027,0.04873,0.0245,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.03,0.06,0.06,0.06,0.0107116,0.00402942,0.00402942,0.00402942,1.03,0.17,0.09,0.13,0.13,0.00053,0.03347,0.017,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.03,0.06,0.06,0.06,0.0118667,0.00378482,0.00378482,0.00378482,1.04,0.23,0.1,0.165,0.142,0.00062,0.044379999999999996,0.0225,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.028,0.04,0.030000000000000006,0.035,4.47335,0.154113,0.154113,0.154113,1.066,0.012,0.012,0.012,,,,,1.199,0.015,0.013000000000000001,0.014,,,,,Gettel 2016,http://adsabs.harvard.edu/abs/2016ApJ...816...95G,RV
1.028,0.04,0.030000000000000006,0.035,0.0215859,0.00424095,0.00424095,0.00424095,1.066,0.012,0.012,0.012,0.21,0.012,0.012,0.012,1.199,0.015,0.014000000000000002,0.0145,0.00215015,0.000551457,0.000551457,0.000551457,Gettel 2016,http://adsabs.harvard.edu/abs/2016ApJ...816...95G,Transit
1.027,0.057,0.06099999999999999,0.059,0.918464,0.0794523,0.0794523,0.0794523,0.934,0.037,0.03200000000000001,0.0345,1.206,0.047,0.041999999999999996,0.0445,1.34071,0.0107143,0.1499999,0.0803571,0.65,0.096,0.08399999999999999,0.09,McCullough 2006,http://adsabs.harvard.edu/abs/2006ApJ...648.1228M,Transit
1.026,0.035,0.035,0.035,0.0240044,0.00543317,0.00543317,0.00543317,1.12553,,,,,,,,,,,,,,,,Rivera 2010,http://adsabs.harvard.edu/abs/2010ApJ...708.1492R,RV
1.026,0.076,0.076,0.076,1.23683,0.25537,0.25537,0.25537,1.15,0.04,0.04,0.04,,,,,0.4857,0.042857,0.042857,0.042857,,,,,Neveu-VanMalle 2016,http://adsabs.harvard.edu/abs/2016A%26A...586A..93N,Transit
1.025,0.047,0.047,0.047,0.627833,0.0375046,0.0375046,0.0375046,1.103,0.091,0.069,0.08,1.212,0.0975,0.0975,0.0975,,,,,0.44,0.09,0.09,0.09,Buchhave 2011,http://adsabs.harvard.edu/abs/2011ApJ...733..116B,Transit
1.025,0.02,0.018,0.019,3.57989,0.120958,0.120958,0.120958,1.34728,0.0445321,0.0445321,0.0445321,,,,,,,,,,,,,Fischer 1999,http://adsabs.harvard.edu/abs/1999PASP..111...50F,RV
1.025,0.0220001,0.021999899999999996,0.022,4.39876,0.404647,0.404647,0.404647,1.25271,0.0417851,0.0417851,0.0417851,,,,,,,,,,,,,Fischer 2002,http://adsabs.harvard.edu/abs/2002PASP..114..529F,RV
1.022,0.049,0.049,0.049,1.83923,0.10036,0.10036,0.10036,1.096,0.056,0.056,0.056,1.264,0.071,0.071,0.071,,,,,1.12,0.19,0.19,0.19,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Transit
1.022,0.0200001,0.021999900000000003,0.021,1.88123,0.141556,0.141556,0.141556,1.22417,0.0423161,0.0423161,0.0423161,,,,,,,,,,,,,Howard 2010,http://adsabs.harvard.edu/abs/2010ApJ...721.1467H,RV
1.021,0.05,0.05,0.05,0.907,0.043,0.043,0.043,1.094,0.031,0.031,0.031,1.213,0.042,0.042,0.042,0.784,0.058,0.058,0.058,0.508,0.047,0.047,0.047,Petrucci 2014,http://adsabs.harvard.edu/abs/2014arXiv1410.5900P,Transit
1.02,0.06,0.06,0.06,0.00289089,0.00131783,0.00131783,0.00131783,1.02,0.2,0.08999999999999997,0.145,0.089,0.00028,0.02772,0.014,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.02,0.076,0.076,0.076,0.0405776,0.00358024,0.00358024,0.00358024,1.15,0.04,0.04,0.04,0.3238,0.0124899,0.0124899,0.0124899,0.4857,0.042857,0.042857,0.042857,,,,,Becker 2015,http://adsabs.harvard.edu/abs/2015ApJ...812L..18B,Transit
1.02,0.06,0.06,0.06,0.0526382,0.0110122,0.0110122,0.0110122,1.03,0.1,0.1,0.1,0.215006,0.0178428,0.0178428,0.0178428,1.44,0.21,0.21,0.21,6,1.98,1.98,1.98,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Transit
1.02,0.04,0.04,0.04,0.0164814,0.00218996,0.00218996,0.00218996,1.06,0.15,0.1,0.125,0.196,0.00056,0.04544,0.023,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.02,0.05,0.039999999999999994,0.045,0.0136174,0.00189252,0.00189252,0.00189252,1.13,0.19,0.14,0.165,0.165,0.00005,0.04995,0.025,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.02,0.04,0.04,0.04,0.0206139,0.00239945,0.00239945,0.00239945,1.03,0.1,0.07,0.085,0.23,0.00044,0.036559999999999995,0.0185,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.02,0.06,0.06,0.06,0.0120821,0.00353496,0.00353496,0.00353496,1.15,0.21,0.13999999999999999,0.175,0.145,0.00036,0.04664,0.0235,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.02,0.06,0.06,0.06,0.00189081,0.000833284,0.000833284,0.000833284,1.02,0.2,0.09999999999999998,0.15,0.079,0.00044,0.02356,0.012,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.02,0.06,0.05,0.055,0.0223911,0.00393553,0.00393553,0.00393553,1.08,0.15,0.1,0.125,0.242,0.00039,0.05661,0.0285,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.02,0.06,0.05,0.055,0.00189081,0.000833284,0.000833284,0.000833284,1.02,0.2,0.08999999999999997,0.145,0.079,0.00012,0.023880000000000002,0.012,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.02,0.05,0.039999999999999994,0.045,0.00123338,0.000574661,0.000574661,0.000574661,1.19,0.17,0.16,0.165,0.07,0.00029,0.02271,0.0115,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.02,0.076,0.076,0.076,1.12341,0.0580595,0.0580595,0.0580595,1.15,0.04,0.04,0.04,1.15,0.04,0.019999999999999997,0.03,0.4857,0.042857,0.042857,0.042857,0.5279,0.106,0.106,0.106,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Transit
1.02,0.06,0.05,0.055,0.00628541,0.00350898,0.00350898,0.00350898,1.03,0.31,0.09999999999999998,0.205,0.111,0.00067,0.04533,0.023,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.02,0.06,0.06,0.06,0.0131362,0.00214967,0.00214967,0.00214967,1.02,0.24,0.10000000000000003,0.17,0.159,0.00034,0.05566,0.028,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.02,0.06,0.06,0.06,0.020474,0.00489868,0.00489868,0.00489868,1.02,0.22,0.1,0.16,0.229,0.00332,0.08068,0.042,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.02,0.06,0.06,0.06,0.0525494,,,,1.03,0.1,0.1,0.1,0.0749398,0.00624498,0.00624498,0.00624498,1.44,0.21,0.21,0.21,77.7,55,55,55,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Transit
1.02,0.08,0.06999999999999999,0.075,0.010441,0.00415563,0.00415563,0.00415563,1.02,0.18,0.10000000000000003,0.14,0.129,0.00052,0.03548,0.018,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.02,0.06,0.06,0.06,0.020755,0.00458322,0.00458322,0.00458322,1.03,0.24,0.10000000000000003,0.17,0.231,0.00069,0.07531,0.038,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.02,0.07,0.07,0.07,0.0101747,0.0042706,0.0042706,0.0042706,1.01,0.18,0.10000000000000003,0.14,0.128,0.00016,0.03784,0.019,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.02,0.032,0.032,0.032,2.26929,0.089103,0.089103,0.089103,0.943,0.019,0.019,0.019,1.269,0.03,0.03,0.03,1.71494,0.074624,0.067584,0.071104,1.47451,0.098124,0.08486400000000001,0.091494,Smith 2012,http://adsabs.harvard.edu/abs/2012AJ....143...81S,Transit
1.02,0.06,0.05,0.055,0.0231879,0.00611779,0.00611779,0.00611779,1.02,0.23,0.09,0.16,0.247,0.0026,0.08839999999999999,0.0455,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.02,0.06,0.06,0.06,0.0123008,0.00212613,0.00212613,0.00212613,1.01,0.17,0.09,0.13,0.148,0.00063,0.03937,0.02,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.02,0.05,0.039999999999999994,0.045,0.00485109,0.00178202,0.00178202,0.00178202,1.07,0.14,0.09,0.115,0.103,0.00036,0.024640000000000002,0.0125,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.02,0.07,0.07,0.07,0.0132944,0.00363954,0.00363954,0.00363954,1.03,0.25,0.10999999999999999,0.18,0.161,0.00339,0.06661,0.035,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.02,0.07,0.06,0.065,0.305222,0.112868,0.112868,0.112868,1.02,0.17,0.09,0.13,0.801,0.0036,0.2094,0.1065,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.02,0.04,0.04,0.04,0.0302544,0.00589202,0.00589202,0.00589202,1.04,0.11,0.08,0.095,0.284,0.0003,0.059699999999999996,0.03,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.02,0.08,0.06999999999999999,0.075,0.020755,0.00416859,0.00416859,0.00416859,1.03,0.19,0.10999999999999999,0.15,0.231,0.00092,0.06708,0.034,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.02,,,,1.60642,0.281266,0.281266,0.281266,,,,,,,,,,,,,,,,,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...754...50R,RV
1.02,0.06,0.06,0.06,0.0116544,0.00413102,0.00413102,0.00413102,1.02,0.21,0.09,0.15,0.139,0.00052,0.04348,0.022,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.02,0.06,0.06,0.06,0.00289089,0.00139069,0.00139069,0.00139069,1.01,0.17,0.09,0.13,0.089,0.00042,0.02958,0.015,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.02,0.07,0.07,0.07,0.0557908,0.0241754,0.0241754,0.0241754,1.02,0.26,0.09999999999999998,0.18,0.368,0.0043,0.1517,0.078,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.02,0.03,0.03,0.03,13.1868,1.14588,1.14588,1.14588,1.15058,0.0434416,0.0434416,0.0434416,,,,,,,,,,,,,Moutou 2011,http://adsabs.harvard.edu/abs/2011A%26A...527A..63M,RV
1.02,0.06,0.05,0.055,0.0385876,0.0142252,0.0142252,0.0142252,1.05,0.29,0.11000000000000004,0.2,0.317,0.00018,0.12582,0.063,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.02,0.05,0.039999999999999994,0.045,0.0143786,0.00196701,0.00196701,0.00196701,1.19,0.17,0.16,0.165,0.174,0.00061,0.04839,0.0245,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.018,0.044,0.032,0.038,0.662431,0.0789697,0.0789697,0.0789697,0.992,0.058,0.07,0.064,0.96,0.07,0.06,0.065,1.47,0.26,0.28,0.27,0.93,0.018,0.382,0.2,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit
1.017,0.0320001,0.031999900000000005,0.032,9.26951,0.33101,0.33101,0.33101,1.03374,0.0357889,0.0357889,0.0357889,,,,,,,,,,,,,Vogt 2002,http://adsabs.harvard.edu/abs/2002ApJ...568..352V,RV
1.015,0.048,0.036000000000000004,0.042,0.101571,0.00819949,0.00819949,0.00819949,0.889525,0.0322414,0.0322414,0.0322414,,,,,,,,,,,,,Butler 2003,http://adsabs.harvard.edu/abs/2003ApJ...582..455B,RV
1.014,0.0459999,0.0390001,0.0425,2.8556,0.171662,0.171662,0.171662,1.45542,0.0477438,0.0477438,0.0477438,,,,,,,,,,,,,Tinney 2003,http://adsabs.harvard.edu/abs/2003ApJ...587..423T,RV
1.014,0.0459999,0.0390001,0.0425,2.4209,0.16669,0.16669,0.16669,1.45542,0.0477438,0.0477438,0.0477438,,,,,,,,,,,,,Tinney 2006,http://adsabs.harvard.edu/abs/2006ApJ...647..594T,RV
1.013,0.043,0.043,0.043,1.95154,0.0755914,0.0755914,0.0755914,1.08,0.039,0.039,0.039,1.072,0.043,0.043,0.043,,,,,1.96,0.22,0.22,0.22,Kovacs 2010,http://adsabs.harvard.edu/abs/2010ApJ...724..866K,Transit
1.012,0.038,0.036,0.037,2.4433,0.0955557,0.0955557,0.0955557,1.16249,0.039248,0.039248,0.039248,,,,,,,,,,,,,Tinney 2002,http://adsabs.harvard.edu/abs/2002ApJ...571..528T,RV
1.01,0.06,0.06,0.06,1.98809,0.0872497,0.0872497,0.0872497,2.14418,0.0687191,0.0687191,0.0687191,,,,,,,,,,,,,Santos 2007,http://adsabs.harvard.edu/abs/2007A%26A...474..647S,RV
1.01,0.06,0.06,0.06,0.115338,0.0161844,0.0161844,0.0161844,1.01,0.23,0.1,0.165,0.58,0.00257,0.18443,0.0935,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.01,0.09,0.07,0.08,0.0157709,0.00255579,0.00255579,0.00255579,1.02,0.2,0.10999999999999999,0.155,0.189,0.0005,0.0575,0.029,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.01,0.04,0.04,0.04,0.00468851,0.00202316,0.00202316,0.00202316,1.05,0.13,0.09,0.11,0.102,0.00136,0.02864,0.015,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.01,0.06,0.06,0.06,0.0377408,0.0107125,0.0107125,0.0107125,1.01,0.2,0.08999999999999997,0.145,0.314,0.00066,0.09034,0.0455,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.01,0.054,0.054,0.054,7.03702,0.58212,0.58212,0.58212,0.94,0.056,0.056,0.056,,,,,1.74,0.44,0.34,0.39,,,,,Endl 2014,http://adsabs.harvard.edu/abs/2014ApJ...795..151E,Transit
1.01,0.04,0.04,0.04,1.62423,0.055083,0.055083,0.055083,1.026,0.073,0.04400000000000001,0.0585,1.14,0.1,0.04000000000000001,0.07,1.18272,0.08448,0.19712000000000002,0.1408,1.22,0.19,0.25,0.22,Anderson 2008,http://adsabs.harvard.edu/abs/2008MNRAS.387L...4A,Transit
1.01,0.03,0.03,0.03,0.00189081,0.00049519,0.00049519,0.00049519,1.02,0.1,0.06,0.08,0.079,0.00028,0.012719999999999999,0.0065,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.01,0.07,0.07,0.07,0.00407386,0.0019154,0.0019154,0.0019154,1.01,0.2,0.09999999999999998,0.15,0.098,0.00085,0.03115,0.016,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.01,0.04,0.04,0.04,0.0142915,0.00142717,0.00142717,0.00142717,1.05,0.13,0.09,0.11,0.173,0.0005,0.0345,0.0175,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.01,0.06,0.06,0.06,0.0214793,0.004787,0.004787,0.004787,1.01,0.23,0.1,0.165,0.236,0.00061,0.07539,0.038,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.01,0.11,0.11,0.11,0.768085,0.0644929,0.0644929,0.0644929,1.00892,0.0543294,0.0543294,0.0543294,,,,,,,,,,,,,Boisse 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..88B,RV
1.01,0.12,0.08000000000000002,0.1,0.0107116,0.00543811,0.00543811,0.00543811,1.03,0.25,0.13,0.19,0.13,0.00051,0.048490000000000005,0.0245,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.01,0.04,0.04,0.04,0.571173,0.0377848,0.0377848,0.0377848,1.06,0.03,0.020000000000000004,0.025,1.3,0.05,0.03,0.04,1.1968,0.04224,0.09856000000000001,0.0704,0.34476,0.02652,0.039779999999999996,0.03315,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Transit
1.01,0.05,0.05,0.05,0.0122275,0.00448381,0.00448381,0.00448381,1.01,0.24,0.09000000000000002,0.165,0.147,0.00294,0.055060000000000005,0.029,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.01,0.05,0.05,0.05,0.00991268,0.00463914,0.00463914,0.00463914,1,0.24,0.09000000000000002,0.165,0.127,0.00071,0.042289999999999994,0.0215,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.01,0.05,0.06,0.055,0.0240196,0.00592413,0.00592413,0.00592413,1,0.14,0.07999999999999999,0.11,0.252,0.00104,0.08196,0.0415,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.01,0.12,0.09,0.105,0.00422224,0.00220087,0.00220087,0.00220087,1.02,0.24,0.14,0.19,0.099,0.00023,0.03677,0.0185,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.01,0.05,0.06999999999999999,0.06,0.0213319,0.0041518,0.0041518,0.0041518,1,0.19,0.08000000000000002,0.135,0.235,0.00052,0.06448,0.0325,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.01,0.11,0.08,0.095,0.0191406,0.00454131,0.00454131,0.00454131,1.02,0.26,0.13,0.195,0.219,0.00105,0.08395000000000001,0.0425,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.01,0.05,0.05,0.05,0.00553813,0.00234586,0.00234586,0.00234586,1,0.18,0.08000000000000002,0.13,0.107,0.00065,0.03035,0.0155,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.01,0.04,0.04,0.04,0.01966,0.00343716,0.00343716,0.00343716,1.09,0.16,0.11000000000000001,0.135,0.223,0.00002,0.05898,0.0295,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.01,0.05,0.039999999999999994,0.045,0.0173469,0.00219996,0.00219996,0.00219996,1.05,0.12,0.09,0.105,0.204,0.00057,0.042429999999999995,0.0215,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.01,0.06,0.07,0.065,0.024536,0.00620152,0.00620152,0.00620152,1.01,0.23,0.1,0.165,0.255,0.00167,0.08333,0.0425,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.01,0.14,0.14,0.14,0.484,0.087,0.087,0.087,1.78,0.11,0.11,0.11,0.955,0.066,0.066,0.066,0.27,0.006,0.006,0.006,0.69,0.27,0.27,0.27,Cabrera 2015,http://adsabs.harvard.edu/abs/2015A%26A...579A..36C,Transit
1.01,0.03,0.04000000000000001,0.035,0.00142986,0.000529023,0.000529023,0.000529023,1.07,0.15,0.1,0.125,0.073,0.00036,0.01764,0.009,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.01,0.04,0.04,0.04,0.0125983,0.00268557,0.00268557,0.00268557,1.2,0.18,0.16999999999999998,0.175,0.152,0.00134,0.04866,0.025,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.01,0.06,0.06,0.06,0.00774372,0.0032142,0.0032142,0.0032142,1.01,0.23,0.1,0.165,0.118,0.00048,0.03352,0.017,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.01,0.06,0.05,0.055,0.021628,0.00519869,0.00519869,0.00519869,1.02,0.26,0.09999999999999998,0.18,0.237,0.00055,0.08245000000000001,0.0415,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.01,0.07,0.07,0.07,0.0406377,0.0137067,0.0137067,0.0137067,1.01,0.25,0.09999999999999998,0.175,0.324,0.00096,0.11104,0.056,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.01,0.08,0.06000000000000001,0.07,0.0311545,0.00930111,0.00930111,0.00930111,1.02,0.23,0.11000000000000001,0.17,0.288,0.00166,0.09734000000000001,0.0495,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.01,0.01,0.01,0.01,1.49247,0.136682,0.136682,0.136682,,,,,,,,,,,,,,,,,Desidera 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A..90D,RV
1.01,0.032,0.032,0.032,0.567181,0.0263065,0.0263065,0.0263065,0.959,0.054,0.037,0.0455,1.19,0.081,0.05600000000000001,0.0685,,,,,3,0.04,0.060000000000000005,0.05,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...80Q,Transit
1.01,0.06,0.06,0.06,0.0175728,0.00353874,0.00353874,0.00353874,1.01,0.25,0.09999999999999998,0.175,0.206,0.00079,0.07121,0.036,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.01,0.06,0.05,0.055,0.00991268,0.00419346,0.00419346,0.00419346,1,0.2,0.08000000000000002,0.14,0.127,0.00066,0.03734,0.019,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.01,0.07,0.07,0.07,0.0115843,0.00372886,0.00372886,0.00372886,1.02,0.17,0.1,0.135,0.138,0.00062,0.03838,0.0195,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
1.01,0.07,0.07,0.07,0.583354,0.0285497,0.0285497,0.0285497,0.93,0.12,0.12,0.12,1.22,0.11,0.08,0.095,,,,,0.4522,0.1064,0.1064,0.1064,Smalley 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.130S,Transit
