MSTAR,MSTARUPPER,MSTARLOWER,UMSTAR,MASS,MASSUPPER,MASSLOWER,UMASS,RSTAR,RSTARUPPER,RSTARLOWER,URSTAR,R,RUPPER,RLOWER,UR,RHOSTAR,RHOSTARUPPER,RHOSTARLOWER,URHOSTAR,DENSITY,DENSITYUPPER,DENSITYLOWER,UDENSITY,FIRSTREF,FIRSTURL,PLANETDISCMETH
0.31,0.02,0.02,0.02,0.00613456,0.000707252,0.000707252,0.000707252,0.299,0.01,0.01,0.01,,,,,,,,,,,,,Mayor 2009,http://adsabs.harvard.edu/abs/2009A%26A...507..487M,RV
0.3,0.19,0.12,0.155,0.83,0.49,0.31000000000000005,0.4,,,,,,,,,,,,,,,,,Dong 2009,http://adsabs.harvard.edu/abs/2009ApJ...698.1826D,Microlensing
0.32,0,0,0,0.0184193,0.00122648,0.00122648,0.00122648,,,,,,,,,,,,,,,,,Rivera 2005,http://adsabs.harvard.edu/abs/2005ApJ...634..625R,RV
0.32,0,0,0,0.612168,0.0206645,0.0206645,0.0206645,,,,,,,,,,,,,,,,,Marcy 2001,http://adsabs.harvard.edu/abs/2001ApJ...556..296M,RV
0.294,0.021,0.021,0.021,0.0355731,0.0119322,0.0119322,0.0119322,0.295,0.02,0.02,0.02,0.306,0.0848,0.027700000000000002,0.05625,8.01418,1.20567,1.0638299999999998,1.13475,,,,,Mann 2016,http://adsabs.harvard.edu/abs/2016ApJ...818...46M,Transit
0.28,0.03,0.03,0.03,0.0115494,0.00346753,0.00346753,0.00346753,0.3,0.02,0.030000000000000002,0.025,0.133,0.00365,0.02335,0.0135,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.26,0.11,0.11,0.11,0.53,0.21,0.21,0.21,,,,,,,,,,,,,,,,,Kains 2013,http://adsabs.harvard.edu/abs/2013A%26A...552A..70K,Microlensing
0.24,0.04,0.04,0.04,1.26045,0.148974,0.148974,0.148974,,,,,,,,,,,,,,,,,Johnson 2007,http://adsabs.harvard.edu/abs/2007ApJ...670..833J,RV
0.24,0.06,0.06,0.06,0.00609283,0.00342748,0.00342748,0.00342748,0.26,0.05,0.05,0.05,0.11,0.00411,0.04189,0.023,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.22,0.05,0.05,0.05,0.00452953,0.00207644,0.00207644,0.00207644,0.24,0.04,0.04,0.04,0.101,0.016,0.016,0.016,,,,,,,,,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,Transit
0.22,0.05,0.05,0.05,0.0115145,0.00462792,0.00462792,0.00462792,0.24,0.04,0.04,0.04,0.137,0.023,0.023,0.023,,,,,,,,,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,Transit
0.22,0.21,0.11000000000000001,0.16,0.0173,0.0129,0.0129,0.0129,,,,,,,,,,,,,,,,,Beaulieu 2006,http://adsabs.harvard.edu/abs/2006Natur.439..437B,Microlensing
0.22,0.05,0.05,0.05,0.00890695,0.00405586,0.00405586,0.00405586,0.24,0.04,0.04,0.04,0.123,0.02,0.02,0.02,,,,,,,,,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,Transit
0.19,0.12,0.12,0.12,2.6,1.6,4.1,2.85,,,,,,,,,,,,,,,,,Batista 2011,http://adsabs.harvard.edu/abs/2011A%26A...529A.102B,Microlensing
0.18,0.04,0.04,0.04,0.0120099,0.00310298,0.00310298,0.00310298,0.21,0.03,0.03,0.03,0.144,0.021,0.021,0.021,,,,,,,,,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,Transit
0.18,0.04,0.04,0.04,0.00688654,0.00152574,0.00152574,0.00152574,0.21,0.03,0.03,0.03,0.114,0.008,0.008,0.008,,,,,,,,,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,Transit
0.18,0.04,0.04,0.04,0.020474,0.00399259,0.00399259,0.00399259,0.21,0.03,0.03,0.03,0.229,0.033,0.033,0.033,,,,,,,,,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,Transit
0.157,0.019,0.019,0.019,0.0203507,0.00313354,0.00313354,0.00313354,0.211,0.0097,0.0097,0.0097,0.2389,0.01159,0.01159,0.01159,24.1,1.7,1.7,1.7,1.87,0.4,0.4,0.4,Charbonneau 2009,http://adsabs.harvard.edu/abs/2009Natur.462..891C,Transit
0.13,0.05,0.05,0.05,0.000404706,0.000292984,0.000292984,0.000292984,0.17,0.04,0.04,0.04,0.0508067,0.0160442,0.0160442,0.0160442,,,,,,,,,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit
0.13,0.05,0.05,0.05,0.0012042,0.000823366,0.000823366,0.000823366,0.17,0.04,0.04,0.04,0.0695249,0.0196096,0.0196096,0.0196096,,,,,,,,,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit
0.13,0.05,0.05,0.05,0.000954523,0.000639169,0.000639169,0.000639169,0.17,0.04,0.04,0.04,0.0650682,0.0178269,0.0178269,0.0178269,,,,,,,,,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit
0.084,0.015,0.012,0.0135,0.01,0.0164,0.005599999999999997,0.011,,,,,,,,,,,,,,,,,Bennett 2008,http://adsabs.harvard.edu/abs/2008AAS...212.1012B,Microlensing
0.08,0.009,0.009,0.009,0.00492611,0.000935124,0.000935124,0.000935124,0.117,0.004,0.004,0.004,0.103454,0.006023,0.006023,0.006023,70.92,8.037,4.652999999999999,6.345,,,,,Gillon 2016,http://adsabs.harvard.edu/abs/2016Natur.533..221G,Transit
0.08,0.009,0.009,0.009,0.00461509,0.000610203,0.000610203,0.000610203,0.117,0.004,0.004,0.004,0.101541,0.004014,0.004014,0.004014,70.92,8.037,4.652999999999999,6.345,,,,,Gillon 2016,http://adsabs.harvard.edu/abs/2016Natur.533..221G,Transit
0.08,0.009,0.009,0.009,0.00337211,0.000540548,0.000540548,0.000540548,0.117,0.004,0.004,0.004,0.0929141,0.0044287,0.0044287,0.0044287,70.92,8.037,4.652999999999999,6.345,,,,,Gillon 2016,http://adsabs.harvard.edu/abs/2016Natur.533..221G,Transit
0,0,0,0,0.00774372,0.00473492,0.00473492,0.00473492,1.8,0.26,0.26,0.26,0.118,0.00014,0.05586,0.028,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0,0,0,0,0.00518721,0.00186844,0.00186844,0.00186844,1.18,0.23,0.23,0.23,0.105,0.00045,0.024550000000000002,0.0125,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0,0,0,0,0.010441,0.00291765,0.00291765,0.00291765,0.89,0.46,0.46,0.46,0.129,0.00042,0.02358,0.012,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0,0,0,0,0.0127496,0.000811453,0.000811453,0.000811453,0.74,0.38,0.38,0.38,0.154,0.00047,0.021529999999999997,0.011,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0,0,0,0,0.0107116,0.00285623,0.00285623,0.00285623,1.04,0.2,0.2,0.2,0.13,0.00061,0.02239,0.0115,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0,0,0,0,0.000678484,0.000146536,0.000146536,0.000146536,0.88,0.16,0.16,0.16,0.059,0.00044,0.00756,0.004,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0,0,0,0,0.021628,0.00280285,0.00280285,0.00280285,1.06,0.08,0.08,0.08,0.237,0.00068,0.04032,0.0205,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0,0,0,0,0.0172355,0.00290052,0.00290052,0.00290052,1.33,0.24,0.24,0.24,0.203,0.00078,0.058219999999999994,0.0295,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0,0,0,0,0.00189081,0.000280366,0.000280366,0.000280366,0.61,0.03,0.03,0.03,0.079,0.00037,0.0066300000000000005,0.0035,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0,0,0,0,0.428344,0.0780776,0.0780776,0.0780776,0.85,0.41,0.41,0.41,0.774,0.00078,0.08222,0.0415,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0,0,0,0,0.00313024,0.000827948,0.000827948,0.000827948,1.01,0.16,0.16,0.16,0.091,0.0005,0.014499999999999999,0.0075,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0,0,0,0,0.00991268,0.00472547,0.00472547,0.00472547,1.33,0.24,0.24,0.24,0.127,0.00029,0.04371,0.022,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
,,,,0.00749504,0.00557003,0.00557003,0.00557003,0.674,0.21,0.21,0.21,0.11687,0.0374699,0.0374699,0.0374699,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.00302153,0.00191889,0.00191889,0.00191889,0.904,0.215,0.215,0.215,0.0901062,0.0223035,0.0223035,0.0223035,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0232079,0.00592705,0.00592705,0.00592705,0.89,0.155,0.155,0.155,0.247123,0.0437149,0.0437149,0.0437149,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0121773,0.00694311,0.00694311,0.00694311,0.768,0.214,0.214,0.214,0.146311,0.0410385,0.0410385,0.0410385,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0160511,0.00111604,0.00111604,0.00111604,0.549,0.032,0.032,0.032,0.19181,0.0115978,0.0115978,0.0115978,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.00313003,0.00162642,0.00162642,0.00162642,1.304,0.23,0.23,0.23,0.0909983,0.0169507,0.0169507,0.0169507,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.00769114,0.00637057,0.00637057,0.00637057,0.672,0.265,0.265,0.265,0.117763,0.0463913,0.0463913,0.0463913,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.011604,0.00391293,0.00391293,0.00391293,0.619,0.028,0.028,0.028,0.138282,0.0205192,0.0205192,0.0205192,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0305853,0.0118351,0.0118351,0.0118351,3.569,0.853,0.853,0.853,0.285485,0.0695869,0.0695869,0.0695869,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0112762,0.002769,0.002769,0.002769,1.063,0.083,0.083,0.083,0.132037,0.0107057,0.0107057,0.0107057,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0119197,0.0107117,0.0107117,0.0107117,1.132,0.58,0.58,0.58,0.142742,0.0731555,0.0731555,0.0731555,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0422294,0.0269621,0.0269621,0.0269621,0.869,0.38,0.38,0.38,0.3292,0.145419,0.145419,0.145419,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0163243,0.00147076,0.00147076,0.00147076,0.795,0.053,0.053,0.053,0.194487,0.0151664,0.0151664,0.0151664,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.00137963,0.000276986,0.000276986,0.000276986,0.666,0.034,0.034,0.034,0.0722634,0.0044607,0.0044607,0.0044607,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0247188,0.00672329,0.00672329,0.00672329,0.915,0.165,0.165,0.165,0.256044,0.0463913,0.0463913,0.0463913,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0190864,0.0119735,0.0119735,0.0119735,0.842,0.398,0.398,0.398,0.218574,0.103488,0.103488,0.103488,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0117295,0.000453335,0.000453335,0.000453335,0.666,0.034,0.034,0.034,0.140066,0.00802926,0.00802926,0.00802926,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0107805,0.00946002,0.00946002,0.00946002,1.066,0.478,0.478,0.478,0.130252,0.0588813,0.0588813,0.0588813,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0121773,0.000901073,0.000901073,0.000901073,1.127,0.033,0.033,0.033,0.146311,0.0142742,0.0142742,0.0142742,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0130508,0.00126527,0.00126527,0.00126527,0.945,0.14,0.14,0.14,0.157909,0.0240878,0.0240878,0.0240878,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0248763,0.0126339,0.0126339,0.0126339,1.066,0.454,0.454,0.454,0.256936,0.109733,0.109733,0.109733,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0299917,0.0162236,0.0162236,0.0162236,0.786,0.322,0.322,0.322,0.282808,0.115978,0.115978,0.115978,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0164167,0.00114935,0.00114935,0.00114935,0.622,0.032,0.032,0.032,0.195379,0.0115978,0.0115978,0.0115978,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,1,0.38777,0.38777,0.38777,1.162,0.218,0.218,0.218,1.16335,0.218574,0.218574,0.218574,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0581875,0.0181278,0.0181278,0.0181278,0.953,0.136,0.136,0.136,0.375591,0.0535284,0.0535284,0.0535284,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0133325,0.00255194,0.00255194,0.00255194,1.275,0.244,0.244,0.244,0.161477,0.0312249,0.0312249,0.0312249,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0142208,0.00204355,0.00204355,0.00204355,0.523,0.052,0.052,0.052,0.172183,0.0258721,0.0258721,0.0258721,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0123086,0.00247796,0.00247796,0.00247796,1.358,0.024,0.024,0.024,0.135605,0.0089214,0.0089214,0.0089214,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.00656354,0.00354197,0.00354197,0.00354197,1.176,0.228,0.228,0.228,0.11241,0.0223035,0.0223035,0.0223035,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0286557,0.00789167,0.00789167,0.00789167,0.935,0.138,0.138,0.138,0.276563,0.0454992,0.0454992,0.0454992,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.00538981,0.00296198,0.00296198,0.00296198,1.185,0.228,0.228,0.228,0.106165,0.0214114,0.0214114,0.0214114,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.00621274,0.00339988,0.00339988,0.00339988,0.863,0.167,0.167,0.167,0.110625,0.0223035,0.0223035,0.0223035,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0115291,0.00215295,0.00215295,0.00215295,0.622,0.032,0.032,0.032,0.132929,0.00802926,0.00802926,0.00802926,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.00436179,0.00378843,0.00378843,0.00378843,0.808,0.348,0.348,0.348,0.0999197,0.0437149,0.0437149,0.0437149,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.00674351,0.00583109,0.00583109,0.00583109,0.884,0.331,0.331,0.331,0.113302,0.0490677,0.0490677,0.0490677,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.00829825,0.00772489,0.00772489,0.00772489,0.9,0.481,0.481,0.481,0.120439,0.0642341,0.0642341,0.0642341,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.00711292,0.00647395,0.00647395,0.00647395,0.949,0.473,0.473,0.473,0.115086,0.057097,0.057097,0.057097,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0185304,0.00512635,0.00512635,0.00512635,0.841,0.203,0.203,0.203,0.214114,0.0517441,0.0517441,0.0517441,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0146122,0.000695074,0.000695074,0.000695074,0.555,0.021,0.021,0.021,0.176644,0.00802926,0.00802926,0.00802926,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.00871939,0.00462567,0.00462567,0.00462567,0.863,0.167,0.167,0.167,0.122223,0.0240878,0.0240878,0.0240878,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0128437,0.00729548,0.00729548,0.00729548,0.862,0.233,0.233,0.233,0.155232,0.0481756,0.0481756,0.0481756,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.00192504,0.000356443,0.000356443,0.000356443,0.485,0.025,0.025,0.025,0.0794005,0.0044607,0.0044607,0.0044607,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0162325,0.00129743,0.00129743,0.00129743,0.687,0.037,0.037,0.037,0.193594,0.0133821,0.0133821,0.0133821,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0275635,0.0162873,0.0162873,0.0162873,1.126,0.564,0.564,0.564,0.271211,0.139174,0.139174,0.139174,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0123078,0.0109873,0.0109873,0.0109873,1.132,0.58,0.58,0.58,0.148095,0.0767241,0.0767241,0.0767241,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0296032,0.00565421,0.00565421,0.00565421,0.84,0.072,0.072,0.072,0.281024,0.0294406,0.0294406,0.0294406,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.00554835,0.00346522,0.00346522,0.00346522,0.904,0.215,0.215,0.215,0.107057,0.0258721,0.0258721,0.0258721,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0151834,0.00080763,0.00080763,0.00080763,0.554,0.021,0.021,0.021,0.182889,0.0089214,0.0089214,0.0089214,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.00730238,0.00266134,0.00266134,0.00266134,0.695,0.037,0.037,0.037,0.115978,0.0142742,0.0142742,0.0142742,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.00396389,0.000942357,0.000942357,0.000942357,0.72,0.041,0.041,0.041,0.0972433,0.00713712,0.00713712,0.00713712,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.00621274,0.00464417,0.00464417,0.00464417,0.674,0.21,0.21,0.21,0.110625,0.0356856,0.0356856,0.0356856,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.00436179,0.0025858,0.0025858,0.0025858,1.568,0.35,0.35,0.35,0.0999197,0.0223035,0.0223035,0.0223035,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.194248,0.0869139,0.0869139,0.0869139,1.471,0.278,0.278,0.278,0.696762,0.132037,0.132037,0.132037,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0174811,0.00378669,0.00378669,0.00378669,1.454,0.273,0.273,0.273,0.205192,0.0392542,0.0392542,0.0392542,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0138423,0.000998602,0.000998602,0.000998602,0.802,0.056,0.056,0.056,0.167722,0.01249,0.01249,0.01249,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0125062,0.00998602,0.00998602,0.00998602,1.017,0.438,0.438,0.438,0.150772,0.0651262,0.0651262,0.0651262,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0194307,0.012504,0.012504,0.012504,1.028,0.498,0.498,0.498,0.221251,0.107057,0.107057,0.107057,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0146122,0.0131085,0.0131085,0.0131085,0.815,0.464,0.464,0.464,0.176644,0.102596,0.102596,0.102596,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.00960182,0.00481678,0.00481678,0.00481678,1.068,0.194,0.194,0.194,0.125792,0.0231956,0.0231956,0.0231956,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0222169,0.0147219,0.0147219,0.0147219,0.743,0.382,0.382,0.382,0.240878,0.124008,0.124008,0.124008,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.011604,0.00889132,0.00889132,0.00889132,0.775,0.284,0.284,0.284,0.138282,0.050852,0.050852,0.050852,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0119837,0.00524012,0.00524012,0.00524012,1.16,0.245,0.245,0.245,0.143635,0.0303328,0.0303328,0.0303328,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.00422638,0.000635761,0.000635761,0.000635761,0.492,0.016,0.016,0.016,0.0990276,0.0044607,0.0044607,0.0044607,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.011856,0.0000705959,0.0000705959,0.0000705959,0.619,0.028,0.028,0.028,0.14185,0.00802926,0.00802926,0.00802926,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0504114,0.0181805,0.0181805,0.0181805,0.953,0.136,0.136,0.136,0.353288,0.0606655,0.0606655,0.0606655,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0245625,0.00302136,0.00302136,0.00302136,0.687,0.037,0.037,0.037,0.255152,0.0187349,0.0187349,0.0187349,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0117926,0.0110062,0.0110062,0.0110062,0.767,0.429,0.429,0.429,0.140958,0.0794005,0.0794005,0.0794005,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0120479,0.00455272,0.00455272,0.00455272,1.195,0.223,0.223,0.223,0.144527,0.0276563,0.0276563,0.0276563,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0151834,0.00390715,0.00390715,0.00390715,1.761,0.485,0.485,0.485,0.182889,0.050852,0.050852,0.050852,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0802152,0.0500269,0.0500269,0.0500269,0.728,0.257,0.257,0.257,0.438933,0.155232,0.155232,0.155232,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.00508144,0.00111762,0.00111762,0.00111762,0.72,0.041,0.041,0.041,0.10438,0.00713712,0.00713712,0.00713712,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0207641,0.014722,0.014722,0.014722,1.025,0.537,0.537,0.537,0.231064,0.121331,0.121331,0.121331,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0129124,0.0108293,0.0108293,0.0108293,1.005,0.464,0.464,0.464,0.156125,0.0749398,0.0749398,0.0749398,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0218083,0.00412382,0.00412382,0.00412382,0.826,0.073,0.073,0.073,0.238201,0.0312249,0.0312249,0.0312249,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0138423,0.0102518,0.0102518,0.0102518,1.016,0.441,0.441,0.441,0.167722,0.0731555,0.0731555,0.0731555,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0126401,0.00514502,0.00514502,0.00514502,1.333,0.244,0.244,0.244,0.152556,0.0356856,0.0356856,0.0356856,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0360464,0.00546121,0.00546121,0.00546121,1.411,0.047,0.047,0.047,0.307788,0.0223035,0.0223035,0.0223035,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.00137963,0.000510733,0.000510733,0.000510733,0.586,0.069,0.069,0.069,0.0722634,0.0089214,0.0089214,0.0089214,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0151,0.0121842,0.0121842,0.0121842,0.817,0.415,0.415,0.415,0.181997,0.0927826,0.0927826,0.0927826,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0129124,0.00481974,0.00481974,0.00481974,1.027,0.236,0.236,0.236,0.156125,0.0365777,0.0365777,0.0365777,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
,,,,0.0244074,0.0145766,0.0145766,0.0145766,0.954,0.476,0.476,0.476,0.25426,0.127576,0.127576,0.127576,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit
